t,pos,reward,action,layer_outputs
500,-14.838498733464448,-14.838498733464448,1,"[0.5065791010856628, 0.5065791010856628, -0.49323269724845886, 0.5065791010856628, -0.49324309825897217, 0.5065791010856628]"
501,-15.135092074154745,-15.135092074154745,-1,"[-0.5065789222717285, -0.5065789222717285, 0.4932432472705841, -0.5065789222717285, 0.4932432472705841, -0.5065789222717285]"
502,-14.812343856741377,-14.812343856741377,1,"[0.5065563917160034, 0.504859983921051, -0.4932670295238495, 0.5065563917160034, -0.4932670295238495, 0.5065563917160034]"
503,-15.13302459974248,-15.13302459974248,-1,"[-0.5065789222717285, -0.5065789222717285, 0.4932432472705841, -0.5065789222717285, 0.4932432472705841, -0.5065789222717285]"
504,-14.789858176571698,-14.789858176571698,1,"[0.5000000596046448, -0.4999983608722687, -0.4999999701976776, 0.5000000596046448, -0.4999999701976776, 0.5000000596046448]"
505,-15.061586405958769,-15.061586405958769,-1,"[-0.5, 0.5, 0.5, -0.5, 0.5, -0.5]"
506,-14.772188029251515,-14.772188029251515,1,"[0.4885375201702118, -0.5001473426818848, -0.5001473426818848, 0.4998525381088257, -0.5001473426818848, 0.4998525381088257]"
507,-15.085557736655359,-15.085557736655359,-1,"[-0.5, 0.5, 0.5, -0.5, 0.5, -0.5]"
508,-15.375701285832056,-15.375701285832056,-1,"[-0.508635938167572, -0.5087677836418152, -0.5087677836418152, 0.2263985425233841, -0.5087677836418152, 0.4893043041229248]"
509,-15.082101147487194,-15.082101147487194,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, 0.5065789222717285, -0.4932432472705841]"
510,-15.379138503649788,-15.379138503649788,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630139231681824, -0.5129870176315308, -0.5129858255386353]"
511,-15.054478225783045,-15.054478225783045,1,"[0.5129868388175964, 0.5129868388175964, 0.5129868388175964, -0.4863015413284302, 0.5129745602607727, 0.5129868388175964]"
512,-15.373379794439321,-15.373379794439321,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585, -0.5129870176315308, -0.5129870176315308]"
513,-15.072412128150173,-15.072412128150173,1,"[0.506569504737854, 0.506569504737854, 0.5058187246322632, -0.49325326085090637, -0.49321407079696655, 0.506569504737854]"
514,-15.391157245314513,-15.391157245314513,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285]"
515,-15.093853630431303,-15.093853630431303,1,"[0.5000000596046448, 0.5000000596046448, -0.4999983608722687, -0.4999999701976776, -0.4999999701976776, 0.5000000596046448]"
516,-15.401093597937797,-15.401093597937797,-1,"[-0.5, -0.5, 0.5, 0.5, 0.5, -0.5]"
517,-15.075704301140844,-15.075704301140844,1,"[0.4999296963214874, 0.4945988357067108, -0.5000702738761902, -0.5000702738761902, -0.5000702738761902, 0.4999296963214874]"
518,-15.396696062110603,-15.396696062110603,-1,"[-0.5000641942024231, -0.5000641942024231, 0.4999358355998993, 0.4950760006904602, 0.4999358355998993, -0.5000641942024231]"
519,-15.113666817275034,-15.113666817275034,1,"[0.4932432770729065, -0.5065762996673584, -0.5065788626670837, -0.5065788626670837, -0.5065788626670837, 0.4932432770729065]"
520,-15.43616411647829,-15.43616411647829,-1,"[-0.49999991059303284, 0.5000000596046448, 0.5000000596046448, -0.49999287724494934, 0.5000000596046448, -0.49999991059303284]"
521,-15.12484220126215,-15.12484220126215,1,"[0.4999382793903351, -0.5000007748603821, -0.5000007748603821, 0.49999919533729553, -0.5000007748603821, 0.49999919533729553]"
522,-15.41613022031673,-15.41613022031673,-1,"[-0.5, 0.5, 0.5, -0.5, 0.5, -0.5]"
523,-15.692005670532467,-15.692005670532467,-1,"[-0.5067120790481567, -0.506717324256897, -0.506717324256897, 0.4930972158908844, -0.506717324256897, 0.4818922281265259]"
524,-15.392485942699183,-15.392485942699183,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, 0.5065789222717285, -0.4932432472705841]"
525,-15.674674848684681,-15.674674848684681,-1,"[-0.5129867196083069, -0.5129867196083069, -0.5129867196083069, 0.4863017201423645, -0.5129867196083069, -0.5129633545875549]"
526,-15.397604297055645,-15.397604297055645,1,"[0.512986958026886, 0.512986958026886, 0.512986958026886, -0.4863014221191406, 0.5129839777946472, 0.512986958026886]"
527,-15.699366921677305,-15.699366921677305,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585, -0.5129870176315308, -0.5129870176315308]"
528,-15.389854425703763,-15.389854425703763,1,"[0.5065798163414001, 0.5065798163414001, 0.5065129399299622, -0.4932423532009125, -0.49310657382011414, 0.5065798163414001]"
529,-15.684273852633766,-15.684273852633766,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285]"
530,-15.376948619066932,-15.376948619066932,1,"[0.5000000596046448, 0.5000000596046448, -0.4999972879886627, -0.4999999701976776, -0.4999999701976776, 0.5000000596046448]"
531,-15.66423049128357,-15.66423049128357,-1,"[-0.5, -0.5, 0.5, 0.5, 0.5, -0.5]"
532,-15.32174271074678,-15.32174271074678,1,"[0.4999975562095642, 0.4998137652873993, -0.5000024437904358, -0.5000024437904358, -0.5000024437904358, 0.4999975562095642]"
533,-15.625213933608904,-15.625213933608904,-1,"[-0.501061737537384, -0.501061737537384, 0.49893373250961304, 0.40353506803512573, 0.49893373250961304, -0.501061737537384]"
534,-15.325092996585516,-15.325092996585516,1,"[0.4932432472705841, -0.5065782070159912, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841]"
535,-15.638896316417702,-15.638896316417702,-1,"[-0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
536,-15.329001333300258,-15.329001333300258,1,"[0.49295830726623535, -0.506582498550415, -0.506582498550415, -0.506582498550415, -0.506582498550415, 0.49323949217796326]"
537,-15.66309590725163,-15.66309590725163,-1,"[-0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065780878067017, 0.5065789222717285, -0.4932432472705841]"
538,-15.991314716753857,-15.991314716753857,-1,"[-0.5129854679107666, -0.5129873752593994, -0.5129873752593994, -0.5129873752593994, -0.5129873752593994, 0.48626869916915894]"
539,-15.701226759805184,-15.701226759805184,1,"[0.5129822492599487, 0.5129822492599487, 0.5129822492599487, 0.5126252770423889, 0.5129822492599487, -0.48630666732788086]"
540,-16.010683524793944,-16.010683524793944,-1,"[-0.5192306041717529, -0.5192306041717529, -0.5192306041717529, -0.5192306041717529, -0.5192306041717529, -0.5192188024520874]"
541,-15.70871543175003,-15.70871543175003,1,"[0.5129870772361755, 0.5129870772361755, 0.5129870772361755, -0.4863007664680481, 0.5129870772361755, 0.5129870772361755]"
542,-15.996662868011233,-15.996662868011233,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585, -0.5129870176315308, -0.5129870176315308]"
543,-15.680573879054535,-15.680573879054535,1,"[0.5067492723464966, 0.5067492723464966, 0.5067486763000488, -0.49306347966194153, -0.4792080819606781, 0.5067492723464966]"
544,-15.999483414245086,-15.999483414245086,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285]"
545,-15.714728985667584,-15.714728985667584,1,"[0.5000026822090149, 0.5000026822090149, -0.49979937076568604, -0.4999973475933075, -0.4999973475933075, 0.5000026822090149]"
546,-16.02615159009193,-16.02615159009193,-1,"[-0.5, -0.5, 0.5, 0.5, 0.5, -0.5]"
547,-15.74074648134282,-15.74074648134282,1,"[0.4999999701976776, 0.49999746680259705, -0.5000000596046448, -0.5000000596046448, -0.5000000596046448, 0.4999999701976776]"
548,-16.03472860873792,-16.03472860873792,-1,"[-0.5, -0.5, 0.5, 0.5, 0.5, -0.5]"
549,-15.723988040610912,-15.723988040610912,1,"[0.49324390292167664, -0.5065317749977112, -0.5065783262252808, -0.5065783262252808, -0.5065783262252808, 0.49324390292167664]"
550,-16.0122953791248,-16.0122953791248,-1,"[-0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
551,-15.712297337833732,-15.712297337833732,1,"[0.4932394027709961, -0.5065789818763733, -0.5065789818763733, -0.5065789818763733, -0.5065789818763733, 0.49324318766593933]"
552,-16.008663149814723,-16.008663149814723,-1,"[-0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
553,-16.32296983309672,-16.32296983309672,-1,"[-0.5129616260528564, -0.5129867196083069, -0.5129867196083069, -0.5129867196083069, -0.5129867196083069, 0.4863010346889496]"
554,-16.02709598060821,-16.02709598060821,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
555,-16.302541343985293,-16.302541343985293,-1,"[-0.5192286968231201, -0.5192286968231201, -0.5192286968231201, -0.5192286968231201, -0.5192286968231201, -0.5190767049789429]"
556,-16.007067870789253,-16.007067870789253,1,"[0.5130107998847961, 0.5130107998847961, 0.5130107998847961, -0.4842819273471832, 0.5130107998847961, 0.5130107998847961]"
557,-16.328728509404424,-16.328728509404424,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585, -0.5129870176315308, -0.5129870176315308]"
558,-16.01124950987991,-16.01124950987991,1,"[0.5070158243179321, 0.5070158243179321, 0.5070158243179321, -0.4927815794944763, -0.45558488368988037, 0.5070158243179321]"
559,-16.305217086441033,-16.305217086441033,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, 0.4932432472705841, -0.5065789222717285]"
560,-16.00466498995335,-16.00466498995335,1,"[0.5025043487548828, 0.5025043487548828, -0.1901761144399643, -0.49747028946876526, -0.49747028946876526, 0.5025043487548828]"
561,-16.286762817423128,-16.286762817423128,-1,"[-0.5, -0.5, 0.5, 0.5, 0.5, -0.5]"
562,-15.997797643318593,-15.997797643318593,1,"[0.5, 0.5, -0.5, -0.5, -0.5, 0.5]"
563,-16.260946536487264,-16.260946536487264,-1,"[-0.5, -0.5, 0.4999992549419403, 0.4999999701976776, 0.4999999701976776, -0.5]"
564,-15.95970216879216,-15.95970216879216,1,"[0.4934249222278595, -0.4931255280971527, -0.5064065456390381, -0.5064065456390381, -0.5064065456390381, 0.4934249222278595]"
565,-16.25432821597891,-16.25432821597891,-1,"[-0.49999940395355225, 0.5000005960464478, -0.49995455145835876, 0.5000005960464478, 0.5000005960464478, -0.49999940395355225]"
566,-15.950360635216141,-15.950360635216141,1,"[0.4999999701976776, -0.5, 0.5, -0.5, -0.5, 0.5]"
567,-16.276100575533434,-16.276100575533434,-1,"[-0.5, 0.5, -0.5, 0.5, 0.5, -0.5]"
568,-16.56447229918947,-16.56447229918947,-1,"[-0.5007403492927551, -0.5065029859542847, 0.49332332611083984, -0.5065029859542847, -0.5065029859542847, 0.49332332611083984]"
569,-16.252028116602723,-16.252028116602723,1,"[0.5065789222717285, 0.5065789222717285, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
570,-16.527832694348604,-16.527832694348604,-1,"[-0.5128109455108643, -0.5128109455108643, 0.48649710416793823, -0.5128109455108643, -0.5128109455108643, -0.49923378229141235]"
571,-16.23757256314686,-16.23757256314686,1,"[0.5128506422042847, 0.5128506422042847, -0.4864530563354492, 0.5024179816246033, 0.5128294229507446, 0.5128506422042847]"
572,-16.518590450729953,-16.518590450729953,-1,"[-0.5129870176315308, -0.5129870176315308, 0.48630136251449585, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308]"
573,-16.19364900370903,-16.19364900370903,1,"[0.5000001788139343, 0.5000001788139343, -0.49999985098838806, -0.49998968839645386, -0.49999886751174927, 0.5000001788139343]"
574,-16.507423717320698,-16.507423717320698,-1,"[-0.5, -0.5, 0.5, 0.5, 0.5, -0.5]"
575,-16.195834299129565,-16.195834299129565,1,"[0.5, 0.5, -0.5, -0.5, -0.5, 0.5]"
576,-16.47538867903796,-16.47538867903796,-1,"[-0.5, -0.5, 0.5, 0.5, 0.5, -0.5]"
577,-16.195175938205004,-16.195175938205004,1,"[0.5, 0.5, -0.5, -0.5, -0.5, 0.5]"
578,-16.515160092304324,-16.515160092304324,-1,"[-0.5, -0.5, 0.49999985098838806, 0.5, 0.5, -0.5]"
579,-16.234422730923836,-16.234422730923836,1,"[0.4938501715660095, -0.4585346281528473, -0.5060021877288818, -0.5060021877288818, -0.5060021877288818, 0.4938501715660095]"
580,-16.542443982503343,-16.542443982503343,-1,"[-0.499989777803421, 0.5000101923942566, -0.4992210865020752, 0.5000101923942566, 0.5000101923942566, -0.499989777803421]"
581,-16.214410075485922,-16.214410075485922,1,"[0.5, -0.5, 0.5, -0.5, -0.5, 0.5]"
582,-16.50456236868203,-16.50456236868203,-1,"[-0.5, 0.5, -0.5, 0.5, 0.5, -0.5]"
583,-16.484080564740953,-16.484080564740953,0,"[0.062105681747198105, -0.503052830696106, 0.49690937995910645, -0.503052830696106, -0.503052830696106, 0.49690937995910645]"
584,-16.772636367974698,-16.772636367974698,-1,"[-0.49999985098838806, 0.5, -0.5, 0.5, 0.5, -0.5]"
585,-16.479411551527804,-16.479411551527804,1,"[0.4993863105773926, -0.5006121397018433, 0.4993863105773926, -0.5006121397018433, -0.5006121397018433, 0.4486313462257385]"
586,-16.781457300366895,-16.781457300366895,-1,"[-0.5, 0.5, -0.5, 0.5, 0.4999999701976776, -0.5]"
587,-16.521598077073794,-16.521598077073794,1,"[0.5, -0.5, 0.5, -0.5, -0.5, 0.4999999701976776]"
588,-16.815392476910787,-16.815392476910787,-1,"[-0.5127183794975281, 0.4865998923778534, -0.5127183794975281, -0.4936819076538086, -0.5108728408813477, -0.5127183794975281]"
589,-16.534271199237352,-16.534271199237352,1,"[0.5065926313400269, -0.4932287931442261, 0.5065926313400269, 0.5065926313400269, 0.5065926313400269, -0.49214303493499756]"
590,-16.810602520386823,-16.810602520386823,-1,"[-0.5065789222717285, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841]"
591,-16.520633085301167,-16.520633085301167,1,"[0.5065789222717285, -0.4932432472705841, 0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
592,-16.82542952969851,-16.82542952969851,-1,"[-0.5108241438865662, -0.2665066421031952, -0.5108241438865662, -0.5108241438865662, -0.5108241438865662, 0.48868605494499207]"
593,-16.56324742669956,-16.56324742669956,1,"[0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, 0.5129870176315308, -0.48630136251449585]"
594,-16.889645708084327,-16.889645708084327,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
595,-16.58819526216683,-16.58819526216683,1,"[0.5129858255386353, 0.5129858255386353, 0.5128957033157349, 0.5129858255386353, 0.5129858255386353, -0.4863027036190033]"
596,-16.88904151509834,-16.88904151509834,-1,"[-0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, -0.5129870176315308, 0.48630136251449585]"
597,-16.60453914787006,-16.60453914787006,1,"[0.5065789222717285, 0.506578803062439, -0.49324315786361694, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841]"
598,-16.91385095815284,-16.91385095815284,-1,"[-0.5065789222717285, -0.5065789222717285, 0.4932432472705841, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841]"
599,-16.91195797488434,-16.91195797488434,0,"[-0.1611843854188919, -0.5037621259689331, -0.5038893818855286, 0.496049165725708, 0.496049165725708, -0.5038893818855286]"
600,-16.66327621995539,-16.66327621995539,1,"[0.5065789222717285, 0.5065789222717285, 0.5065789222717285, -0.4932432472705841, -0.4932432472705841, 0.5065789222717285]"
601,-16.95246400909616,-16.95246400909616,-1,"[-0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.49324315786361694, 0.4932432472705841, -0.5065789222717285]"
602,-16.680327966933632,-16.680327966933632,1,"[0.5065485835075378, 0.5065785646438599, 0.5065785646438599, -0.49324363470077515, -0.49324363470077515, 0.5065785646438599]"
603,-16.955007812639256,-16.955007812639256,-1,"[-0.514114499092102, -0.514114499092102, -0.514114499092102, -0.5138616561889648, 0.36848267912864685, -0.514114499092102]"
604,-17.229082562468545,-17.229082562468545,-1,"[-0.4932454824447632, 0.5065765380859375, 0.5065765380859375, 0.5065765380859375, -0.49324578046798706, 0.5063950419425964]"
605,-16.881790300033856,-16.881790300033856,1,"[0.4932432472705841, -0.5065789222717285, -0.5065789222717285, -0.5065789222717285, 0.4932432472705841, -0.5065789222717285]"
606,-17.158632134385524,-17.158632134385524,-1,"[-0.5, 0.5, 0.5, 0.5, -0.5, -0.5]"
607,-16.8280698859589,-16.8280698859589,1,"[0.5, -0.5, -0.5, -0.5, 0.5, 0.5]"
608,-17.09994168639267,-17.09994168639267,-1,"[-0.5, 0.5, 0.5, 0.5, -0.5, -0.5]"
609,-16.765950053192984,-16.765950053192984,1,"[0.5, -0.5, -0.5, -0.5, 0.4999997317790985, 0.5]"
610,-17.111977816876554,-17.111977816876554,-1,"[-0.5, 0.5, 0.4999999701976776, 0.5, -0.5, -0.5]"
611,-16.79869182406066,-16.79869182406066,1,"[0.49324363470077515, -0.5065785050392151, -0.5065785050392151, -0.5065785050392151, -0.5065508484840393, 0.49324363470077515]"
